url,label,xml_id
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f254/full/full/0/native.jpg,"124v",f253
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f255/full/full/0/native.jpg,"125r",f254
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f256/full/full/0/native.jpg,"125v",f255
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f257/full/full/0/native.jpg,"126r",f256
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f258/full/full/0/native.jpg,"126v",f257
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f259/full/full/0/native.jpg,"127r",f258
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f260/full/full/0/native.jpg,"127v",f259
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f261/full/full/0/native.jpg,"128r",f260
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f262/full/full/0/native.jpg,"128v",f261
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f263/full/full/0/native.jpg,"129r",f262
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f264/full/full/0/native.jpg,"129v",f263
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f265/full/full/0/native.jpg,"130r",f264
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f266/full/full/0/native.jpg,"130v",f265
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f267/full/full/0/native.jpg,"131r",f266
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f268/full/full/0/native.jpg,"131v",f267
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f269/full/full/0/native.jpg,"132r",f268
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f270/full/full/0/native.jpg,"132v",f269
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f271/full/full/0/native.jpg,"133r",f270
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f272/full/full/0/native.jpg,"133v",f271
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f273/full/full/0/native.jpg,"134r",f272
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f274/full/full/0/native.jpg,"134v",f273
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f275/full/full/0/native.jpg,"135r",f274
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f276/full/full/0/native.jpg,"135v",f275
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f277/full/full/0/native.jpg,"136r",f276
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f278/full/full/0/native.jpg,"136v",f277
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f279/full/full/0/native.jpg,"137r",f278
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f280/full/full/0/native.jpg,"137v",f279
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f281/full/full/0/native.jpg,"138r",f280
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f282/full/full/0/native.jpg,"138v",f281
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f283/full/full/0/native.jpg,"139r",f282
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f284/full/full/0/native.jpg,"139v",f283
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f285/full/full/0/native.jpg,"140r",f284
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f286/full/full/0/native.jpg,"140v",f285
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f287/full/full/0/native.jpg,"141r",f286
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f288/full/full/0/native.jpg,"141v",f287
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f289/full/full/0/native.jpg,"142r",f288
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f290/full/full/0/native.jpg,"142v",f289
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f291/full/full/0/native.jpg,"143r",f290
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f292/full/full/0/native.jpg,"143v",f291
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f293/full/full/0/native.jpg,"144r",f292
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f294/full/full/0/native.jpg,"144v",f293
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f295/full/full/0/native.jpg,"145r",f294
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f296/full/full/0/native.jpg,"145v",f295
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f297/full/full/0/native.jpg,"146r",f296
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f298/full/full/0/native.jpg,"146v",f297
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f299/full/full/0/native.jpg,"147r",f298
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f300/full/full/0/native.jpg,"147v",f299
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f301/full/full/0/native.jpg,"148r",f300
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f302/full/full/0/native.jpg,"148v",f301
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f303/full/full/0/native.jpg,"149r",f302
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f304/full/full/0/native.jpg,"149v",f303
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f305/full/full/0/native.jpg,"150r",f304
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f306/full/full/0/native.jpg,"150v",f305
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f307/full/full/0/native.jpg,"151r",f306
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f308/full/full/0/native.jpg,"151v",f307
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f309/full/full/0/native.jpg,"152r",f308
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f310/full/full/0/native.jpg,"152v",f309
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f311/full/full/0/native.jpg,"153r",f310
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f312/full/full/0/native.jpg,"153v",f311
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f313/full/full/0/native.jpg,"154r",f312
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f314/full/full/0/native.jpg,"154v",f313
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f315/full/full/0/native.jpg,"155r",f314
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f316/full/full/0/native.jpg,"155v",f315
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f317/full/full/0/native.jpg,"156r",f316
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f318/full/full/0/native.jpg,"156v",f317
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f319/full/full/0/native.jpg,"157r",f318
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f320/full/full/0/native.jpg,"157v",f319
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f321/full/full/0/native.jpg,"158r",f320
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f322/full/full/0/native.jpg,"158v",f321
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f323/full/full/0/native.jpg,"159r",f322
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f324/full/full/0/native.jpg,"159v",f323
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f325/full/full/0/native.jpg,"160r",f324
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f326/full/full/0/native.jpg,"160v",f325
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f327/full/full/0/native.jpg,"161r",f326
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f328/full/full/0/native.jpg,"161v",f327
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f329/full/full/0/native.jpg,"162r",f328
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f330/full/full/0/native.jpg,"162v",f329
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f331/full/full/0/native.jpg,"163r",f330
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f332/full/full/0/native.jpg,"163v",f331
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f333/full/full/0/native.jpg,"164r",f332
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f334/full/full/0/native.jpg,"164v",f333
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f335/full/full/0/native.jpg,"165r",f334
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f336/full/full/0/native.jpg,"165v",f335
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f337/full/full/0/native.jpg,"166r",f336
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f338/full/full/0/native.jpg,"166v",f337
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f339/full/full/0/native.jpg,"167r",f338
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f340/full/full/0/native.jpg,"167v",f339
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f341/full/full/0/native.jpg,"168r",f340
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f342/full/full/0/native.jpg,"168v",f341
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f343/full/full/0/native.jpg,"169r",f342
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f344/full/full/0/native.jpg,"169v",f343
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f345/full/full/0/native.jpg,"170r",f344
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f346/full/full/0/native.jpg,"170v",f345
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f347/full/full/0/native.jpg,"NP",f346
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f348/full/full/0/native.jpg,"NP",f347
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f349/full/full/0/native.jpg,"page de garde recto",f348
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f350/full/full/0/native.jpg,"page de garde verso",f349
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f351/full/full/0/native.jpg,"contreplat inf.",f350
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f352/full/full/0/native.jpg,"plat inf.",f351
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f353/full/full/0/native.jpg,"dos",f352
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f354/full/full/0/native.jpg,"tranche sup.",f353
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f355/full/full/0/native.jpg,"gouttière",f354
https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500001g/f356/full/full/0/native.jpg,"tranche inf.",f355
